,City,State,Country,Latitude,Longitude,discount,New_price
368,Farmingtn Hls               ,MI,United States,42.46444,-83.37639,0.5,600.0
369,Brooklyn                    ,NY,United States,40.65,-73.95,0.5,600.0
370,Great Falls                 ,VA,United States,38.998059999999995,-77.28860999999999,0.5,600.0
371,Gosport,England,United Kingdom,50.8,-1.1333333,0.5,600.0
372,Scottsdale                  ,AZ,United States,33.509170000000005,-111.89833,0.5,1800.0
373,Sunnyvale                   ,CA,United States,37.36889,-122.03528,0.5,600.0
374,Songnae-dong,Soul-t'ukpyolsi,South Korea,37.533333299999995,127.11666670000001,0.5,600.0
375,Clyde Hill                  ,WA,United States,47.61056,-122.19944,0.5,1800.0
376,Ruschlikon,Zurich,Switzerland,47.3,8.55,0.5,600.0
377,Minneapolis                 ,MN,United States,44.98,-93.26361,0.5,600.0
378,Chicago                     ,IL,United States,41.85,-87.65,0.5,600.0
379,Petworth,England,United Kingdom,50.9833333,-0.6,0.5,600.0
380,Abu Dhabi,Abu Zaby,United Arab Emirates,24.466666699999998,54.3666667,0.5,600.0
381,Stockholm,Stockholm,Sweden,59.3333333,18.05,0.5,600.0
382,Queen Creek                 ,AZ,United States,33.24861,-111.63361,0.5,600.0
383,Queen Creek                 ,AZ,United States,33.24861,-111.63361,0.5,625.0
384,Durham                      ,NC,United States,35.99389,-78.89889000000001,0.5,600.0
385,Austin                      ,TX,United States,30.26694,-97.74278000000001,0.5,600.0
386,Glenn Dale                  ,MD,United States,38.9875,-76.82083,0.5,600.0
387,Aardal,Sogn og Fjordane,Norway,61.55,6.35,0.5,600.0
388,Edinburg                    ,TX,United States,26.30139,-98.16306,0.5,600.0
389,South Melbourne,Victoria,Australia,-37.8333333,144.9666667,0.5,600.0
390,Fortaleza,Ceara,Brazil,-3.7166667,-38.5,0.5,600.0
391,Weston                      ,CT,United States,41.200829999999996,-73.38110999999999,0.5,600.0
392,Reading,England,United Kingdom,51.4333333,-1.0,0.5,600.0
393,Coconut Grove               ,FL,United States,25.712220000000002,-80.25721999999999,0.5,600.0
394,London,England,United Kingdom,51.51334,-0.08895,0.5,600.0
395,San Francisco               ,CA,United States,37.775,-122.41833000000001,0.5,600.0
396,Zug,Zug,Switzerland,47.1666667,8.516666699999998,0.5,1800.0
397,Scottsdale                  ,AZ,United States,33.509170000000005,-111.89833,0.5,1800.0
398,Potomac Falls               ,VA,United States,39.05,-77.40111,0.5,600.0
399,Superior                    ,CO,United States,39.977779999999996,-105.13139,0.5,600.0
400,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
401,Engleside                   ,VA,United States,38.80472,-77.04722,0.5,600.0
402,New Plymouth City,Taranaki,New Zealand,-39.0666667,174.08333330000002,0.5,600.0
403,Roanoke                     ,VA,United States,37.20556,-80.03778,0.5,600.0
404,Norcross                    ,GA,United States,33.941109999999995,-84.21361,0.5,600.0
405,Sandy Plains                ,GA,United States,34.02306,-84.36166999999999,0.5,600.0
406,Saint Catharines,Ontario,Canada,43.1666667,-79.2333333,0.5,600.0
407,Gainesville                 ,VA,United States,38.795559999999995,-77.61417,0.5,600.0
408,Nordstrand,Oslo,Norway,59.860833299999996,10.7905556,0.5,600.0
409,Arlington                   ,MA,United States,42.415279999999996,-71.15694,0.5,600.0
410,West Hills                  ,CA,United States,34.20111,-118.59722,0.5,600.0
411,San Jose                    ,CA,United States,37.33944,-121.89388999999998,0.5,600.0
412,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
413,Oak Park                    ,MI,United States,42.45944,-83.18278000000001,0.5,600.0
414,Terrell Hills               ,TX,United States,29.423890000000004,-98.49333,0.5,600.0
415,Jumeira,Dubayy,United Arab Emirates,25.209722199999998,55.247777799999994,0.5,600.0
416,Falmouth                    ,VA,United States,38.323890000000006,-77.46861,0.5,600.0
417,Lurgan,Northern Ireland,United Kingdom,54.466666700000005,-6.3333333,0.5,600.0
418,Richmond                    ,TX,United States,29.581940000000003,-95.76056,0.5,600.0
419,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
420,Ooltewah                    ,TN,United States,35.075,-85.06222,0.5,600.0
421,Pacific Beach               ,CA,United States,32.797779999999996,-117.23943999999999,0.5,600.0
422,Austin                      ,TX,United States,30.26694,-97.74278000000001,0.5,600.0
423,Seattle                     ,WA,United States,47.606390000000005,-122.33083,0.5,600.0
424,Seattle                     ,WA,United States,47.606390000000005,-122.33083,0.5,600.0
425,Ottawa,Ontario,Canada,45.4166667,-75.7,0.5,600.0
426,Vienna                      ,VA,United States,38.901109999999996,-77.26556,0.5,600.0
427,Torbay,Auckland,New Zealand,-36.7,174.75,0.5,600.0
428,Shenfield,England,United Kingdom,51.6166667,0.31666669999999997,0.5,600.0
429,Bergen,Hordaland,Norway,60.3911111,5.3247222,0.5,600.0
430,Bolton,England,United Kingdom,53.5833333,-2.4333332999999997,0.5,600.0
431,Sandymount,Dublin,Ireland,53.335,-6.2113889,0.5,600.0
432,Bellinzona,Ticino,Switzerland,46.2,9.016666699999998,0.5,1800.0
433,Antwerpen,Antwerpen,Belgium,51.216666700000005,4.4166667,0.5,600.0
434,Campinas,Sao Paulo,Brazil,-22.9,-47.0833333,0.5,3750.0
435,Nacka,Stockholm,Sweden,59.3,18.1666667,0.5,600.0
436,Fremont                     ,CA,United States,37.54833,-121.9875,0.5,600.0
437,Warwick,Queensland,Australia,-28.233333299999998,152.0166667,0.5,600.0
438,Holmdel                     ,NJ,United States,40.345,-74.18444000000001,0.5,600.0
439,Baltimore                   ,MD,United States,39.2725,-76.53166999999999,0.5,600.0
440,Saggart,Dublin,Ireland,53.28027779999999,-6.4444444,0.5,600.0
441,Andover                     ,MA,United States,42.65833,-71.1375,0.5,600.0
442,La Crescenta                ,CA,United States,34.22417,-118.23917,0.5,600.0
443,Suwanee                     ,GA,United States,34.051390000000005,-84.07139000000001,0.5,600.0
444,Seattle                     ,WA,United States,47.606390000000005,-122.33083,0.5,1800.0
445,Arlington                   ,VA,United States,38.89028,-77.08444,0.5,600.0
446,Calgary,Alberta,Canada,51.0833333,-114.08333329999999,0.5,600.0
447,Kenmore                     ,WA,United States,47.7575,-122.24278000000001,0.5,600.0
448,Fresno                      ,CA,United States,36.74778,-119.77139,0.5,600.0
449,Atascadero                  ,CA,United States,35.48944,-120.66972,0.5,600.0
450,Barcelona,Catalonia,Spain,41.3833333,2.1833332999999997,0.5,600.0
451,High Wycombe,England,United Kingdom,51.6333333,-0.7666666999999999,0.5,600.0
452,Tsaritsyno,Moscow City,Russia,55.6283333,37.6608333,0.5,1800.0
453,Ajax,Ontario,Canada,43.85,-79.0166667,0.5,600.0
454,New York                    ,NY,United States,40.71417,-74.00639,0.5,600.0
455,Fairfield                   ,IA,United States,41.00861,-91.9625,0.5,600.0
456,North Bay,Ontario,Canada,46.3,-79.45,0.5,600.0
457,Marietta                    ,GA,United States,33.9525,-84.55,0.5,600.0
458,Clontarf,Dublin,Ireland,53.3591667,-6.2161111,0.5,600.0
459,Danville                    ,PA,United States,40.96333,-76.61306,0.5,600.0
460,Okotoks,Alberta,Canada,50.716666700000005,-113.96666670000002,0.5,1800.0
461,Anthem                      ,AZ,United States,33.86722,-112.14611000000001,0.5,600.0
462,Clonmel,Tipperary,Ireland,52.355,-7.703888900000001,0.5,600.0
463,Arlington                   ,VA,United States,38.89028,-77.08444,0.5,600.0
464,Orlando                     ,FL,United States,28.538059999999998,-81.37944,0.5,1800.0
465,Walnut Creek                ,CA,United States,37.90639,-122.06388999999999,0.5,600.0
466,Centennial                  ,CO,United States,39.57917,-104.87638999999999,0.5,600.0
467,Newtown                     ,CT,United States,41.41389,-73.30389,0.5,600.0
468,Vancouver,British Columbia,Canada,49.25,-123.13333329999999,0.5,600.0
469,York,England,United Kingdom,53.966666700000005,-1.0833333,0.5,600.0
470,Drogheda,Louth,Ireland,53.718888899999996,-6.3477778,0.5,600.0
471,Saddle Brook                ,NJ,United States,40.89889,-74.09306,0.5,600.0
472,San Diego                   ,CA,United States,32.71528,-117.15638999999999,0.5,600.0
473,Issaquah                    ,WA,United States,47.53028,-122.03138999999999,0.5,600.0
474,Bolton,England,United Kingdom,53.5833333,-2.4333332999999997,0.5,600.0
475,Lexington                   ,MA,United States,42.44722,-71.225,0.5,600.0
476,Altadena                    ,CA,United States,34.18972,-118.13028,0.5,600.0
477,Altadena                    ,CA,United States,34.18972,-118.13028,0.5,125.0
478,Davis                       ,CA,United States,38.545,-121.73943999999999,0.5,1800.0
479,Toronto,Ontario,Canada,43.6666667,-79.41666670000001,0.5,1800.0
480,Pasadena                    ,CA,United States,34.14778,-118.14361000000001,0.5,600.0
481,Buffalo Grove               ,IL,United States,41.98111,-89.595,0.5,600.0
482,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
483,Newcastle,Wicklow,Ireland,53.0683333,-6.0658332999999995,0.5,600.0
484,Norwalk                     ,CT,United States,41.1175,-73.40833,0.5,600.0
485,Besancon,Franche-Comte,France,47.25,6.0333333,0.5,600.0
486,Monte-Carlo, ,Monaco,43.7333333,7.4166667,0.5,600.0
487,Monaco, ,Monaco,43.7333333,7.4166667,0.5,600.0
488,Floyds Knobs                ,IN,United States,38.32444,-85.87361,0.5,600.0
489,London,England,United Kingdom,51.5,-0.1166667,0.5,600.0
490,Marietta                    ,GA,United States,33.9525,-84.55,0.5,600.0
491,Marietta                    ,GA,United States,33.9525,-84.55,0.5,900.0
492,Hon                         ,HI,United States,21.30694,-157.85833,0.5,600.0
493,Knoxville                   ,TN,United States,35.96056,-83.92083000000001,0.5,3750.0
494,Knoxville                   ,TN,United States,35.96056,-83.92083000000001,0.5,600.0
495,Edinburgh,Scotland,United Kingdom,55.95,-3.2,0.5,600.0
496,Paris,Ile-de-France,France,48.8666667,2.3333333,0.5,600.0
497,Humble                      ,TX,United States,29.99861,-95.26194,0.5,600.0
498,Mashpee                     ,MA,United States,41.64833,-70.48167,0.5,600.0
499,Hong Kong, ,Hong Kong,22.283333300000002,114.15,0.5,600.0
500,Birmingham                  ,MI,United States,42.54667,-83.21139000000001,0.5,600.0
501,St Augustine                ,FL,United States,29.894440000000003,-81.31472,0.5,600.0
502,Salt Lake City              ,UT,United States,40.76083,-111.89028,0.5,600.0
503,Seattle                     ,WA,United States,47.606390000000005,-122.33083,0.5,600.0
504,Ruti,Zurich,Switzerland,47.25,8.85,0.5,600.0
505,Rogers                      ,AR,United States,36.33194,-94.11833,0.5,3750.0
506,Rogers                      ,AR,United States,36.33194,-94.11833,0.5,600.0
507,Dun Laoghaire,Dublin,Ireland,53.2925,-6.1286111,0.5,600.0
508,Perth,Scotland,United Kingdom,56.4,-3.4333332999999997,0.5,600.0
509,London,England,United Kingdom,51.51334,-0.08895,0.5,600.0
510,Gries,Rhineland-Palatinate,Germany,49.4166667,7.4,0.5,600.0
511,Pietermaritzburg,KwaZulu-Natal,South Africa,-29.616666700000003,30.383333299999997,0.5,3750.0
512,Sutton Valence,England,United Kingdom,51.2,0.5833333,0.5,600.0
513,Lyngby,Kobenhavn,Denmark,55.7666667,12.516666699999998,0.5,600.0
514,Alpine                      ,NJ,United States,40.95583,-73.93167,0.5,600.0
515,Zurich,Zurich,Switzerland,47.3666667,8.55,0.5,600.0
516,Saskatoon,Saskatchewan,Canada,52.1333333,-106.66666670000001,0.5,1800.0
517,Pacific Palisades           ,CA,United States,34.04806,-118.52556000000001,0.5,600.0
518,Fort Saint James,British Columbia,Canada,54.4333333,-124.25,0.5,600.0
519,Versoix,Geneve,Switzerland,46.283333299999995,6.1666667,0.5,600.0
520,Trumansburg                 ,NY,United States,42.54222,-76.66639,0.5,600.0
521,Kennett Square              ,PA,United States,39.84667,-75.71194,0.5,600.0
522,San Jose                    ,CA,United States,37.33944,-121.89388999999998,0.5,1800.0
523,Ban Khlong Sip,Krung Thep,Thailand,13.916666699999999,100.8166667,0.5,1800.0
524,Morro Bay                   ,CA,United States,35.365829999999995,-120.84889,0.5,600.0
525,Parramatta,New South Wales,Australia,-33.8166667,151.0,0.5,600.0
526,Dumbleton,England,United Kingdom,52.0166667,-1.9666667000000002,0.5,600.0
527,Altlengbach,Lower Austria,Austria,48.15,15.916666699999999,0.5,600.0
528,Ballincollig,Cork,Ireland,51.8833333,-8.583333300000001,0.5,600.0
529,Ballincollig,Cork,Ireland,51.8833333,-8.583333300000001,0.5,600.0
530,Zagore,Stara Zagora,Bulgaria,42.35,25.6666667,0.5,600.0
531,Vecmilgravis,Riga,Latvia,57.033333299999995,24.1,0.5,600.0
532,Trelex,Vaud,Switzerland,46.4166667,6.2,0.5,1800.0
533,Ornex,Rhone-Alpes,France,46.283333299999995,6.1,0.5,600.0
534,Las Vegas                   ,NV,United States,36.175,-115.13638999999999,0.5,600.0
535,San Anselmo                 ,CA,United States,37.97472,-122.56056000000001,0.5,1800.0
536,Hannover,Lower Saxony,Germany,52.3666667,9.7166667,0.5,600.0
537,N Woodmere                  ,NY,United States,40.66417,-73.70889,0.5,600.0
538,Madrid,Madrid,Spain,40.4,-3.6833332999999997,0.5,600.0
539,Castlebar,Mayo,Ireland,53.85,-9.3,0.5,600.0
540,Fairfax                     ,CA,United States,37.98722,-122.58778000000001,0.5,600.0
541,Chandler                    ,AZ,United States,33.30611,-111.84056000000001,0.5,600.0
542,Dammeron Valley             ,UT,United States,37.1306,-113.6492,0.5,600.0
543,Buffalo                     ,NY,United States,42.886390000000006,-78.87861,0.5,600.0
544,Olive Branch                ,MS,United States,34.96167,-89.82944,0.5,3750.0
545,Warwick                     ,NY,United States,41.25639,-74.36028,0.5,600.0
546,Gisborne,Victoria,Australia,-37.4833333,144.58333330000002,0.5,1800.0
547,San Mateo                   ,CA,United States,37.56306,-122.32444,0.5,600.0
548,Milton Keynes,England,United Kingdom,52.033333299999995,-0.7,0.5,600.0
549,Kecskemet,Bacs-Kiskun,Hungary,46.9,19.783333300000002,0.5,600.0
550,Nakskov,Storstrom,Denmark,54.8333333,11.15,0.5,600.0
551,Aloma                       ,FL,United States,28.600559999999998,-81.30667,0.5,600.0
552,Chandler                    ,AZ,United States,33.30611,-111.84056000000001,0.5,600.0
553,Kjobenhavn,Staden Kobenhavn,Denmark,55.6666667,12.583333300000001,0.5,600.0
554,Stockton,England,United Kingdom,52.25,-2.7,0.5,600.0
555,Cumming                     ,GA,United States,34.20722,-84.14028,0.5,600.0
556,Little Compton              ,RI,United States,41.51,-71.17166999999999,0.5,600.0
557,Centennial                  ,CO,United States,39.57917,-104.87638999999999,0.5,600.0
558,Centennial                  ,CO,United States,39.57917,-104.87638999999999,0.5,6500.0
559,Herndon                     ,VA,United States,38.969440000000006,-77.38639,0.5,600.0
560,Vista                       ,CA,United States,33.2,-117.24167,0.5,600.0
561,Oostburg                    ,WI,United States,43.62278,-87.79444000000001,0.5,600.0
562,Griffith,New South Wales,Australia,-34.283333299999995,146.0333333,0.5,600.0
563,Ann Arbor                   ,MI,United States,42.27083,-83.72639000000001,0.5,1800.0
564,South Jordan                ,UT,United States,40.56222,-111.92889,0.5,600.0
565,Dubai,Dubayy,United Arab Emirates,25.2522222,55.28,0.5,1800.0
566,Dubai,Dubayy,United Arab Emirates,25.2522222,55.28,0.5,1800.0
567,Kirriemuir,Scotland,United Kingdom,56.6666667,-3.0,0.5,1800.0
568,Tramore,Waterford,Ireland,52.158888899999994,-7.146388900000001,0.5,600.0
569,Gdansk,Pomorskie,Poland,54.35,18.6666667,0.5,600.0
570,Arklow,Wicklow,Ireland,52.793055599999995,-6.1413889,0.5,600.0
571,Lincoln                     ,NE,United States,40.8,-96.66667,0.5,600.0
572,Tierp,Uppsala,Sweden,60.3333333,17.5,0.5,600.0
573,Brussels,Brussels (Bruxelles),Belgium,50.8333333,4.3333333,0.5,1800.0
574,Burr Oak                    ,IA,United States,43.458890000000004,-91.86528,0.5,600.0
575,Wheaton                     ,IL,United States,41.86611,-88.10694000000001,0.5,600.0
576,Killeen                     ,TX,United States,31.116940000000003,-97.7275,0.5,1800.0
577,Manhattan                   ,NY,United States,40.71417,-74.00639,0.5,600.0
578,Oxford,England,United Kingdom,51.75,-1.25,0.5,600.0
579,Paris,Ile-de-France,France,48.8666667,2.3333333,0.5,1800.0
580,Exeter,England,United Kingdom,50.7,-3.5333333,0.5,600.0
581,Rungsted,Frederiksborg,Denmark,55.8841667,12.5419444,0.5,600.0
582,London,England,United Kingdom,51.52721,0.14559,0.5,1800.0
583,Borja,Bohol,Philippines,9.913611099999999,124.0927778,0.5,600.0
584,London,England,United Kingdom,51.51334,-0.08895,0.5,1800.0
585,Jamestown                   ,RI,United States,41.49694,-71.36778000000001,0.5,600.0
586,Owings Mills                ,MD,United States,39.41944,-76.78056,0.5,600.0
587,Hamilton,Ontario,Canada,43.25,-79.83333329999999,0.5,600.0
588,Anchorage                   ,AK,United States,61.218059999999994,-149.90028,0.5,600.0
589,Mornington,Meath,Ireland,53.7233333,-6.2825,0.5,600.0
590,Fullerton                   ,CA,United States,33.87028,-117.92443999999999,0.5,600.0
591,Atlanta                     ,GA,United States,33.74889,-84.38806,0.5,600.0
592,Toronto,Ontario,Canada,43.6666667,-79.41666670000001,0.5,1800.0
593,Liverpool,England,United Kingdom,53.4166667,-3.0,0.5,600.0
594,Ponte San Nicolo,Veneto,Italy,45.3666667,11.616666699999998,0.5,1800.0
595,Las Vegas                   ,NV,United States,36.175,-115.13638999999999,0.5,600.0
596,Rochester Hills             ,MI,United States,42.68056,-83.13389000000001,0.5,600.0
597,North Bay,Ontario,Canada,46.3,-79.45,0.5,1800.0
598,Lindfield,New South Wales,Australia,-33.783333299999995,151.16666669999998,0.5,600.0
599,Madrid,Madrid,Spain,40.4,-3.6833332999999997,0.5,600.0
600,Wisconsin Rapids            ,WI,United States,44.38361,-89.81721999999999,0.5,600.0
601,Austin                      ,TX,United States,30.26694,-97.74278000000001,0.5,600.0
602,Chicago                     ,IL,United States,41.85,-87.65,0.5,600.0
603,Las Vegas                   ,NV,United States,36.175,-115.13638999999999,0.5,600.0
604,Mullingar,Westmeath,Ireland,53.533333299999995,-7.35,0.5,600.0
605,Melbourne,Victoria,Australia,-37.8166667,144.9666667,0.5,600.0
606,Ayacucho,Buenos Aires,Argentina,-37.15,-58.4833333,0.5,600.0
607,Eagan                       ,MN,United States,44.80417,-93.16667,0.5,1800.0
608,Vossevangen,Hordaland,Norway,60.6333333,6.4333333,0.5,600.0
609,Ferney-Voltaire,Rhone-Alpes,France,46.25,6.116666700000001,0.5,600.0
610,Sevilla,Andalucia,Spain,37.3772222,-5.9869444000000005,0.5,600.0
611,Munchengosserstadt,Thuringia,Germany,51.05,11.65,0.5,600.0
612,Lindenhurst                 ,NY,United States,40.68667,-73.37389,0.5,600.0
613,Bloomfield                  ,MI,United States,42.53778,-83.23306,0.5,600.0
614,Calgary,Alberta,Canada,51.0833333,-114.08333329999999,0.5,600.0
615,Vancouver,British Columbia,Canada,49.25,-123.13333329999999,0.5,1800.0
616,Klampenborg,Kobenhavn,Denmark,55.7666667,12.6,0.5,600.0
617,Calne,England,United Kingdom,51.4333333,-2.0,0.5,600.0
618,Los Angeles                 ,CA,United States,34.05222,-118.24278000000001,0.5,1800.0
619,Milano,Lombardy,Italy,45.466666700000005,9.2,0.5,1800.0
620,Kloten,Zurich,Switzerland,47.45,8.583333300000001,0.5,1800.0
621,Fayetteville                ,NC,United States,35.0525,-78.87861,0.5,600.0
622,Simpsonville                ,SC,United States,34.736940000000004,-82.25444,0.5,600.0
623,Auckland,Auckland,New Zealand,-36.8666667,174.7666667,0.5,600.0
624,Reading,England,United Kingdom,51.4333333,-1.0,0.5,600.0
625,North Caldwell              ,NJ,United States,40.83972,-74.27694,0.5,600.0
626,Coventry,England,United Kingdom,52.4166667,-1.55,0.5,600.0
627,Orillia,Ontario,Canada,44.6,-79.41666670000001,0.5,600.0
628,Paris,Ile-de-France,France,48.8666667,2.3333333,0.5,600.0
629,San Jose                    ,CA,United States,37.33944,-121.89388999999998,0.5,600.0
630,Ingelheim-Mitte,Rhineland-Palatinate,Germany,49.9833333,8.0666667,0.5,600.0
631,Leamington Spa,England,United Kingdom,52.3,-1.5333333,0.5,600.0
632,Regensdorf,Zurich,Switzerland,47.4333333,8.4666667,0.5,600.0
633,Melbourne,Victoria,Australia,-37.8166667,144.9666667,0.5,600.0
634,Geneve,Geneve,Switzerland,46.2,6.1666667,0.5,600.0
635,Vaucluse,New South Wales,Australia,-33.8666667,151.2833333,0.5,600.0
636,Klosterneuburg,Lower Austria,Austria,48.3,16.3166667,0.5,600.0
637,Rancho Cordova              ,CA,United States,38.58917,-121.30167,0.5,600.0
638,Creemore,Ontario,Canada,44.3166667,-80.1,0.5,600.0
639,Sidcup,England,United Kingdom,51.4166667,0.1166667,0.5,600.0
640,Minneapolis                 ,MN,United States,44.98,-93.26361,0.5,600.0
641,Phoenix                     ,MD,United States,39.51639,-76.61639,0.5,1800.0
642,Edmonton,Alberta,Canada,53.55,-113.5,0.5,600.0
643,Lyndoch,South Australia,Australia,-34.6166667,138.8833333,0.5,600.0
644,Larchmont                   ,NY,United States,40.92778,-73.75222,0.5,600.0
645,Saint Charles               ,IL,United States,41.91417,-88.30861,0.5,600.0
646,Brentwood                   ,TN,United States,36.03306,-86.78278,0.5,600.0
647,Pensacola                   ,FL,United States,30.42111,-87.21694000000001,0.5,1800.0
648,Kelowna,British Columbia,Canada,49.9,-119.48333329999998,0.5,600.0
649,Toronto,Ontario,Canada,43.6666667,-79.41666670000001,0.5,600.0
650,Brondby Strand,Kobenhavn,Denmark,55.6166667,12.35,0.5,600.0
651,Florence,Tuscany,Italy,43.7666667,11.25,0.5,600.0
652,Perth,Western Australia,Australia,-31.933333299999997,115.83333329999999,0.5,600.0
653,Saint Petersburg            ,FL,United States,27.770559999999996,-82.67944,0.5,600.0
654,Aubonne,Vaud,Switzerland,46.4833333,6.4,0.5,600.0
655,Gava,Catalonia,Spain,41.3,2.0166667,0.5,1800.0
656,Mc Lean                     ,VA,United States,38.94222,-77.1825,0.5,600.0
657,Hendersonville              ,TN,United States,36.30472,-86.62,0.5,600.0
658,Zurich,Zurich,Switzerland,47.3666667,8.55,0.5,1800.0
659,Watford,England,United Kingdom,51.6666667,-0.4,0.5,600.0
660,Amsterdam,Noord-Holland,Netherlands,52.35,4.9166667,0.5,600.0
661,Rochester Hills             ,MI,United States,42.68056,-83.13389000000001,0.5,600.0
662,Anglesea,Victoria,Australia,-38.4166667,144.16666669999998,0.5,600.0
663,Killarney,New Providence,The Bahamas,25.05,-77.41666670000001,0.5,600.0
664,Malibu                      ,CA,United States,34.005,-118.80917,0.5,600.0
665,Allen                       ,TX,United States,33.10306,-96.67028,0.5,600.0
666,Evires,Rhone-Alpes,France,46.033333299999995,6.2333333,0.5,600.0
667,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
668,Perth City,Western Australia,Australia,-31.933333299999997,115.83333329999999,0.5,600.0
669,Redruth,England,United Kingdom,50.2333333,-5.2333333,0.5,600.0
670,Bruxelles,Brussels (Bruxelles),Belgium,50.8333333,4.3333333,0.5,600.0
671,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
672,Montreal,Quebec,Canada,45.5,-73.58333329999999,0.5,600.0
673,Miami Beach                 ,FL,United States,25.79028,-80.13028,0.5,600.0
674,Shankill,Dublin,Ireland,53.226111100000004,-6.124444400000001,0.5,600.0
675,Oxford,England,United Kingdom,51.75,-1.25,0.5,600.0
676,New York                    ,NY,United States,40.71417,-74.00639,0.5,600.0
677,Melbourne,Victoria,Australia,-37.8166667,144.9666667,0.5,600.0
678,Woodland Hills              ,CA,United States,34.16833,-118.605,0.5,600.0
679,Anchorage                   ,AK,United States,61.218059999999994,-149.90028,0.5,600.0
680,Yorba Linda                 ,CA,United States,33.88861,-117.81222,0.5,600.0
681,Waiwera,Auckland,New Zealand,-36.55,174.7166667,0.5,600.0
682,Jamaica Plain               ,MA,United States,42.30972,-71.12083,0.5,600.0
683,Oslo,Oslo,Norway,59.9166667,10.75,0.5,600.0
684,Setagaya,Tokyo,Japan,35.6333333,139.65,0.5,600.0
685,Donauworth,Bayern,Germany,48.7,10.8,0.5,1800.0
686,Bandon,Cork,Ireland,51.7469444,-8.7425,0.5,600.0
687,Ehingen an der Donau,Baden-Wurttemberg,Germany,48.283333299999995,9.733333300000002,0.5,600.0
688,Paris,Ile-de-France,France,48.8666667,2.3333333,0.5,600.0
689,Banbury,England,United Kingdom,52.05,-1.3333333,0.5,600.0
690,Beverly Hills               ,CA,United States,34.073609999999995,-118.39943999999998,0.5,600.0
691,Danderyd,Stockholm,Sweden,59.4166667,18.0166667,0.5,600.0
692,Sebastopol                  ,CA,United States,38.40222,-122.82278000000001,0.5,1800.0
693,Glendora                    ,CA,United States,34.136109999999995,-117.86443999999999,0.5,600.0
694,Nacka,Stockholm,Sweden,59.3,18.1666667,0.5,600.0
695,Canterbury,England,United Kingdom,51.2666667,1.0833333,0.5,600.0
696,Neuchatel,Neuchatel,Switzerland,47.0,6.9666667,0.5,600.0
697,Billings                    ,MT,United States,45.78333,-108.5,0.5,600.0
698,Libertyville                ,IL,United States,42.28306,-87.95306,0.5,600.0
699,Temecula                    ,CA,United States,33.49361,-117.1475,0.5,1800.0
700,Boise                       ,ID,United States,43.613609999999994,-116.2025,0.5,600.0
701,Rock Hill                   ,SC,United States,34.92472,-81.02528000000001,0.5,600.0
702,Mililani                    ,HI,United States,21.42556,-157.96083000000002,0.5,600.0
703,Scamander,Tasmania,Australia,-41.465,148.25722219999997,0.5,1800.0
704,Freeport City,Freeport,The Bahamas,26.5333333,-78.7,0.5,600.0
705,North Vancouver,British Columbia,Canada,49.3166667,-123.06666670000001,0.5,600.0
706,Ludwigsburg,Baden-Wurttemberg,Germany,48.9,9.183333300000001,0.5,600.0
707,Rockingham,Western Australia,Australia,-32.283333299999995,115.71666670000002,0.5,600.0
708,Basel,Basel-Town,Switzerland,47.5666667,7.6,0.5,600.0
709,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
710,Westminster                 ,CO,United States,39.83667,-105.03667,0.5,600.0
711,Penclawdd,Wales,United Kingdom,51.6333333,-4.1,0.5,1800.0
712,Ede,Gelderland,Netherlands,52.033333299999995,5.6666667,0.5,1800.0
713,Plan-les-Ouattes,Geneve,Switzerland,46.1666667,6.116666700000001,0.5,600.0
714,Stocksund,Stockholm,Sweden,59.3833333,18.0666667,0.5,600.0
715,Stuttgart,Baden-Wurttemberg,Germany,48.7666667,9.183333300000001,0.5,600.0
716,Tunbridge Wells,England,United Kingdom,51.1333333,0.2833333,0.5,1800.0
717,Issaquah                    ,WA,United States,47.53028,-122.03138999999999,0.5,1800.0
718,Burnaby,British Columbia,Canada,49.25,-122.95,0.5,600.0
719,Cypress                     ,CA,United States,33.81694,-118.03639,0.5,600.0
720,Lititz                      ,PA,United States,40.15722,-76.30722,0.5,600.0
721,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
722,Chadds Ford                 ,PA,United States,39.87167,-75.59167,0.5,600.0
723,St Thomas                   ,VI,United States,18.359170000000002,-64.92111,0.5,1800.0
724,Coppell                     ,TX,United States,32.954440000000005,-97.01472,0.5,600.0
725,Ladera Ranch                ,CA,United States,33.57056,-117.63861000000001,0.5,600.0
726,Rathfarnham,Dublin,Ireland,53.300555599999996,-6.2827778,0.5,600.0
727,Cagliari,Sardinia,Italy,39.216666700000005,9.116666699999998,0.5,1800.0
728,Charlottenlund,Kobenhavn,Denmark,55.75,12.583333300000001,0.5,600.0
729,Munchen,Bayern,Germany,49.55,11.583333300000001,0.5,600.0
730,Firenze,Tuscany,Italy,43.7666667,11.25,0.5,600.0
731,Baile Atha Bui,Meath,Ireland,53.6186111,-6.920555599999999,0.5,600.0
